Identity,text,header,type_of_tweet,screen_and_username,num_followers,num_friends,num_retweets,tweet_language,rumour_identification,,,
2671,Overkill in #Ferguson. Officer won't answer my question about why this is needed. http://t.co/iSPsP1Rxa1,ferguson,1,Ryan J. Reilly/ryanjreilly,54615,4278,4937,en,1,,,
2751,'Not Open For Discussion'—SWAT Tells Protesters In #Ferguson To Leave http://t.co/ULtXIi88Ah http://t.co/wLpoEPDnqJ (Photo: @BmoreConetta),ferguson,1,Paul Szoldra/PaulSzoldra,6407,1038,166,en,1,,,
4643,2 more people have fled from Sydney cafe where hostages are being held. http://t.co/eY2FWZsK7C #sydneysiege,sydneysiege,1,CNN Breaking News/cnnbrk,21719174,109,488,en,0,,,
3667,Flightpath of Germanwings A320 http://t.co/SHVkyEy4Ug http://t.co/aZouLEdgeI,germanwings-crash,1,Huffington Post/HuffingtonPost,5471765,5565,151,en,1,,,
3973,Watch as bullets fly inside hallways of Parliament Hill http://t.co/R8BUhfrvX2 #Ottawa,ottawashooting,1,CTV News/CTVNews,173069,339,128,en,0,,,
3035,Exactly how often do police shoot unarmed black men? http://t.co/m5X6ICFtdv #Ferguson http://t.co/elWTCmN3ZN,ferguson,1,Mother Jones/MotherJones,411485,966,152,en,1,,,
2432,"""They say we destroying our own neighborhood. We don't own nothing out here."" #Ferguson http://t.co/cVqf6kYkUL",ferguson,1,Antonio French/AntonioFrench,106278,1041,585,en,1,,,
4930,"Dozens of hostages are being held in a Sydney cafe, Islamic flag seen in window » http://t.co/krZOmZSUaX http://t.co/ThxMOu1dTj",sydneysiege,1,CNBC/CNBC,1724951,883,140,en,0,,,
3337,BREAKING @nytimes reporting one pilot on #4U9525 locked out of cockpit before deadly descent. Crash as an accident now called into doubt,germanwings-crash,1,Chris Cuomo/ChrisCuomo,1096132,737,238,en,0,,,
3666,Single-aisle Airbus A320s are the workhorses of the global fleet &amp, proliferate across European skies #4U9525 http://t.co/pe6OCMiy0q,germanwings-crash,1,Jon Ostrower/jonostrower,49214,2833,401,en,1,,
4823,Aussie grand mufti &amp, Imam Council condemn #Sydneysiege hostage capture http://t.co/m51P8dUPhB - LIVE UPDATES http://t.co/tTw3kMkYTZ,sydneysiege,1,RT/RT_com,824800,460,122,en,0,,
4763,A gunman holding hostages in a Sydney cafe is said to be demanding an #ISIS flag http://t.co/39zCkBTOvF #sydneysiege http://t.co/Z8QH4xssOc,sydneysiege,1,CNN/CNN,15092622,1021,2099,en,0,,,
81,"#CharlieHebdo killers dead, confirmed by gendarmerie.",charliehebdo,1,Agnes Poirier/AgnesCPoirier,4709,375,134,en,0,,,
1972,Oh God my heart is sick at this Charlie Hebdo news. One of the only brave newspapers in the world.,charliehebdo,1,Matt Welch/MattWelch,25072,1847,102,en,1,,,
1714,"Am so shocked.Charlie Hebdo's editors,journalists,cartoonists are killed by Islamic terrorists.Time to declare Islam as terrorists' religion",charliehebdo,1,taslima nasreen /taslimanasreen,109760,389,943,en,1,,,
2603,Today the world is a world of tyranny and lies. The flag of #HumanRights is borne by enemies of human rights w/US leading them! #Ferguson,ferguson,1,Khamenei.ir/khamenei_ir,69732,3,224,en,1,,,
3381,We must confirm to our deepest regret that Germanwings Flight 4U 9525 from Barcelona to Düsseldorf has suffered an accident over the 1/5,germanwings-crash,1,Lufthansa/lufthansa,147187,85,1242,en,0,,,
1946,#CharlieHebdo will continue publishing in wake of the attack: http://t.co/djW9x4BqHQ http://t.co/xDlLZ4AtPe,charliehebdo,1,Wall Street Journal/WSJ,5578427,974,351,en,1,,,
3098,"The #Ferguson police look more militarized now than the actual National Guard, here from the 1967 Newark riots: http://t.co/qk3CKqSp8o",ferguson,1,Mike Konczal/rortybomb,20391,546,2643,en,1,,,
4031,Recap: Parliament Hill in lockdown after uniformed Canadian soldier shot at War Memorial. Suspect on loose, witnesses say he had rifle.,ottawashooting,1,CBC News Alerts/CBCAlerts,365854,264,561,en,0,,
1610,"#JeSuisCharlie  Hey folks, enter for free paypal sums !
http://t.co/lIlT8irzFy",charliehebdo,1,Do You Even Dress/doyouevendress,20,135,791,en,1,,,
3023,“Information might have dispersed more crowds than armored vehicles did.” @jelani9 on questions raised in #Ferguson: http://t.co/Bwclyxie7i,ferguson,1,The New Yorker/NewYorker,3369017,268,158,en,1,,,
2699,"#Ferguson #FergusonRiot #JailSupport helps those arrested in order to connect them to lawyers, relay messages... http://t.co/9NQJclwvah",ferguson,1,Scotts Contracting/StLHandyMan,1814,1975,166,en,1,,,
5365,11:11 - My wish is that this hostage situation in Sydney ends without anyone getting hurt !!,sydneysiege,1,Mariam Diamond/MariamDiamond,97104,19379,258,en,1,,,
5667,"Dear God,
Please protect and bless
The hostages in Sydney.
Pour forth Your Light
And work a miracle. 
May sanity... http://t.co/vOf3Btp9jJ",sydneysiege,1,Marianne Williamson /marwilliamson,251000,147,112,en,1,,,
4470,"True north STONG and free
RIP to the solider shot in the Ottawa shooting #CanadaStrong #OttawaShooting http://t.co/dQNXO4WXyj",ottawashooting,1,Tumblr Hockey/TumblrHockey_,48383,4161,401,en,1,,,
665,"Gunshots heard, smoke seen at site of police operation in Dammartin-en-Goele, northeast of Paris - @Reuters, @SkyNews http://t.co/ZFJYh80uxy",charliehebdo,1,Breaking News/BreakingNews,7198581,509,172,en,1,,,
2194,"Mike Brown was staying with his grandmother for the summer, who lived in the community. #Ferguson",ferguson,1,Michael Skolnik/MichaelSkolnik,133561,127,146,en,0,,,
3484,Debris from the #GermanWings plane that crashed in France is scattered over a remote area high up in the Alps http://t.co/K8eoAxT9ZD,germanwings-crash,1,Sky News/SkyNews,1963559,17,88,en,1,,,
5407,A post of what we actually do know about the #Lindt Sydney siege. It is not very long. http://t.co/QLRHSjYdib,sydneysiege,1,Bridie Jabour/bkjabour,9075,2715,135,en,1,,,
1017,People showing #JeSuisCharlie signs during demonstrations of solidarity around the world after #CharlieHebdo attacks. http://t.co/ArManZTehm,charliehebdo,1,Stephanie Beauge/sbeaugeAFP,2396,401,159,en,1,,,
557,"We don't know who carried out Charlie Hebdo attack. However if they were Muslims, then they are the enemies of me and most other Muslims.",charliehebdo,1,Mohammed Amin/Mohammed_Amin,1314,148,483,en,1,,,
3538,Germanwings Airbus A320 crashes in French Alps: What we do and do not know http://t.co/3xKSCtFFwT http://t.co/ugwghZVbHr,germanwings-crash,1,The Independent/Independent,1103546,1758,104,en,1,,,
4217,.@pmharper is safe and has left Parliament Hill.,ottawashooting,1,Jason MacDonald/J_MacDonald_PC,3282,1210,447,en,1,,,
1207,"#BREAKING : Satirical weekly #CharlieHebdo will come out next week, despite bloodbath http://t.co/LdSF5QeCiv (Editorialist)",charliehebdo,1,FRANCE 24/FRANCE24,1252875,378,117,en,1,,,
2678,"Muslims butchering Muslims no biggie 'til an Israeli kills 1. U.S. blacks killing other blacks=non event 'til a cop kills 1
#ferguson
#tcot",ferguson,1,Larry Elder/larryelder,50980,6075,323,en,1,,,
3686,"Likely there'll be ""no survivors"" in #Germanwings crash, French President Francois Hollande says. Follow our coverage http://t.co/KH4ZKClfml",germanwings-crash,1,BBC Breaking News/BBCBreaking,14132262,3,961,en,1,,,
1510,"Paris on maximum alert after #CharlieHebdo attack, officials say as President Hollande arrives at scene http://t.co/MmxR2nmi5R",charliehebdo,1,BBC Breaking News/BBCBreaking,12912759,3,696,en,1,,,
3443,"Last words from #Germanwings A320 distress call were ""emergency, emergency,"" authorities say. http://t.co/FXVBrA7RPz http://t.co/OxfPISsdvj",germanwings-crash,1,CNN/CNN,16318700,1074,1085,en,0,,,
5097,Yet another hostage has just been forced by the gunman to call the @9NewsSyd office - passed on his captor's demands #SydneySiege,sydneysiege,1,Tom Steinfort/tomsteinfort,15056,389,150,en,0,,,
3802,"Hero. @affanchowdhry: Kevin Vickers, head of security in parliament, being credited for taking down shooter #Ottawa http://t.co/rVYetE0KYq""",ottawashooting,1,Senator Linda Frum/LindaFrum,2050,424,164,en,0,,,
266,Reports of shooting at  Dammartin en Goele on route N2 north east of Paris - French media says car chase under way,charliehebdo,1,Chris Morris/BBCChrisMorris,6546,619,114,en,0,,,
3722,The gunman in Ottawa has been shot and killed. I'm at a loss for words this morning. That isn't my Canada.,ottawashooting,1,kelly oxford/kellyoxford,590928,907,225,en,0,,,
3129,"#Ferguson headlines like ""Is this how a dystopia starts?"" ... (Read: ""Could police militarization start affecting white people soon?"")",ferguson,1,Vondell ✌/vondellswain,3507,277,198,en,1,,,
2111,"In 2009 #Ferguson PD beat a black man, then charged him for getting blood on their uniforms http://t.co/Y1QTm1BZyt http://t.co/KcuZ5VFMOn",ferguson,1,djvjgrrl/djvjgrrl,1171,1692,515,en,0,,,
5769,"As #SydneySiege hits 5hr mark, thoughts are with hostages but also families who must be slowly realizing their loved one is inside the cafe.",sydneysiege,1,Lisa Wilkinson/Lisa_Wilkinson,114887,505,129,en,1,,,
1909,"I don't support the cartoons or language published by publishers BUT #CharlieHebdo attack is indeed ""sickening"". 11 dead in #terrorattack",charliehebdo,1,Sukh Sandhu/SukhSandhu,692611,120866,374,en,1,,,
2897,Powerful video of protestors w/hands up mocking #Ferguson police. Video via @AntonioFrench #MikeBrown https://t.co/PVXgMmgw20,ferguson,1,Ben Campbell/zenlikefury,219,893,188,en,1,,,
3647,"What we know about low-cost airline Germanwings whose plane crashed in the French Alps today
http://t.co/dpVjeGkEGT http://t.co/0HkXddItLs",germanwings-crash,1,Mashable/mashable,5123107,2801,147,en,1,,,
4078,All 3 patients injured in #OttawaShooting released from hospital: #Ottawa Hospital spokesperson. #cdnpoli,ottawashooting,1,CBC News Alerts/CBCAlerts,366198,264,142,en,0,,,
3721,BREAKING: Ottawa Police confirm that a member of the Canadian Forces has succumbed to injuries in hospital following shooting...,ottawashooting,1,CP24/CP24,640044,367,227,en,0,,,
3000,"Dear media:
If Michael Brown's race is mentioned in a news report, so should officer Darren Wilson's race. #Ferguson",ferguson,1,Jose Antonio Vargas/joseiswriting,49868,8883,228,en,1,,,
1784,12 shocking #CharlieHebdo covers from Muhammad to Michael Jackson http://t.co/sT93i3WTWi http://t.co/flEmCiRds2,charliehebdo,1,The Daily Beast/thedailybeast,744690,757,525,en,1,,,
1237,"#CharlieHebdo mocked muslims, christians, jewish and buddists none of them responed violently except for muslims! http://t.co/STig34ePar",charliehebdo,1,Mohammad Alnemah/m2aln,9318,1965,145,en,1,,,
4826,Report #SydneySiege: Text of flag translated as 'There is no God but Allah and Muhammad is the messenger of God.' http://t.co/0NSJuN7ran,sydneysiege,1,TwitchyTeam/TwitchyTeam,174497,3951,138,en,0,,,
3075,"On some Tiananmen shit. RT @sebwalker: Military-style police: 3 APCs, ~100 officers, high-powered rifles #Ferguson http://t.co/JK0ZBrnEIO",ferguson,1,Christina Xu/xuhulk,3827,1514,165,en,1,,,
5722,"Beautiful: As terror attack in Sydney is ongoing, ppl offer rides 2Muslims being abused on transport #illridewithyou http://t.co/1oF6kMv7ij",sydneysiege,1,Rukmini Callimachi/rcallimachi,12221,1377,111,en,1,,,
2186,7) #MikeBrown was approached for mouthing off to a cop (both  #Ferguson PD &amp, eyewitness testimonies reflect this). NOT as a robbery suspect,ferguson,1,Dreadlock Diplomacy/DreadlockDipset,1624,988,108,en,0,,
5238,Gunfire and explosions have been heard as armed police stormed the Lindt cafe building in Sydney #sydneysiege,sydneysiege,1,Sky News Newsdesk/SkyNewsBreak,1353867,6,179,en,1,,,
908,"#Murder is prohibited in #Judaism, #Christianity &amp; #Islam

Click http://t.co/C989YBqv5d

#CharlieHebdo #ParisShooting http://t.co/k3vjLOodDQ",charliehebdo,1,Islam for Christians/islam4christian,1053,6,1091,en,1,,,
1303,People gather for a minute's silence to remember the victims of the #CharlieHebdo attack http://t.co/Fv0ZHWLPQX http://t.co/ElS4WMYyV6,charliehebdo,1,Wall Street Journal/WSJ,5577164,974,303,en,1,,,
5417,Central Sydney is in lockdown amid a developing hostage crisis http://t.co/8P5yGkL0QA,sydneysiege,1,TIME.com/TIME,6587769,773,123,en,1,,,
1627,It says much that men with guns feel quite so threatened by people with pens. #CharlieHebdo,charliehebdo,1,Christian DeFeo/doctorcdf,4474,4424,229,en,1,,,
1522,Those turning on Muslims after yesterday’s vile atrocity are doing exactly what terrorists want them to do. Me: http://t.co/rTJ2A1Ck8Y,charliehebdo,1,Owen Jones/OwenJones84,241742,3307,807,en,1,,,
835,"#CharlieHebdo's editor Charb, assassinated today, said in 2012:""I prefer to die standing than to live on my knees.""
http://t.co/2RDzpf14VR",charliehebdo,1,Agnes Poirier/AgnesCPoirier,3969,369,750,en,1,,,
358,#CharlieHebdo shooting suspects tell police they 'prepared to die as martyrs' - French media http://t.co/G6eunBDIrj http://t.co/jOnfaapehF,charliehebdo,1,RT/RT_com,843313,460,152,en,0,,,
138,"“I don’t feel as though I’m killing someone with a pen."" -Stephane Charbonnier 1967-2015 #CharlieHebdo http://t.co/RmJlpSsaNt",charliehebdo,1,brent bambury/notrexmurphy,3894,784,1358,en,0,,,
299,The suspect in a Paris kosher supermarket siege killed two people and is holding hostages http://t.co/5SVEWDrw1F,charliehebdo,1,The New York Times/nytimes,14706928,961,288,en,0,,,
1556,"Worth remembering Jens Stoltenberg's words after Utøya: ""Our response is more democracy, more openness and more humanity"" #CharlieHebdo",charliehebdo,1,Steve Bloomfield/BloomfieldSJ,2342,375,562,en,1,,,
1003,"France: Since last night, gunfire and bombings have targeted two mosques, a prayer room, and a Muslim family's car. http://t.co/fXrG6y2uvX",charliehebdo,1,Mahmoud/MahmoudRamsey,4807,715,438,en,1,,,
382,#Banksy's response to today's incident in Paris via his official #Instagram acct http://t.co/LtJ7vgGLau #CharlieHebdo http://t.co/mxbP6olZQD,charliehebdo,1,Matt Navarra/MattNavarra,10518,1479,199,en,0,,,
4438,"We are here, we have people for you to talk to, if you are scared, anxious, stressed and need someone.  613-238-3311 #Ottawa",ottawashooting,1,DistressCentreOttawa/DistressCentreO,2019,2019,426,en,1,,,
761,The new world we live in #CharlieHebdo http://t.co/FzwE7O4Pb4,charliehebdo,1,Martin Daubney/MartinDaubney,2849,1095,599,en,1,,,
4758,#BREAKING: One man has been arrested and people are being evacuated from the building #sydneysiege http://t.co/7NdqPYhwcY,sydneysiege,1,ABC News/abcnews,489913,1063,251,en,0,,,
3570,"Our thoughts are with the families and crew of @germanwings following the loss of #4U9525, operated by @lufthansa subsidiary @germanwings.",germanwings-crash,1,Star Alliance/staralliance,139856,382,128,en,1,,,
2916,One photo was taken in a failed state whose people live under martial law. The other is from Iraq. #Ferguson http://t.co/2UyiWNNZi9,ferguson,1,Popehat/Popehat,14740,603,164,en,1,,,
4688,#BREAKING: Police believe the man behind the Sydney siege is Iraninan cleric Man Haron Monis  #sydneysiege,sydneysiege,1,ABC News/abcnews,489197,1063,158,en,0,,,
3871,"Canadian media identify the soldier killed in Ottawa as Nathan Cirillo, 24 http://t.co/4kdUz25jRf",ottawashooting,1,BBC Breaking News/BBCBreaking,11824831,3,304,en,0,,,
1402,→ http://t.co/Jz4Lrp0eZb 433 Charlie Hebdo shooting: World leaders condemn attack in Paris #CharlieHebdo Masked gunm… http://t.co/ULH3Vt3TG8,charliehebdo,1,Patricia Johnson/johnspatricc,7620,1443,130,en,1,,,
4834,What does the black flag at #SydneySiege stand for? http://t.co/3shTK9yYOh http://t.co/UkVFUgetLd,sydneysiege,1,BBC News (World)/BBCWorld,8174324,61,352,en,0,,,
4977,BREAKINGNEWS: One of the perpetrators have demanded to speak to President Tony Abbott. Threatens to blow explosives every 30min #sydneysiege,sydneysiege,1,TheAnonMessage/TheAnonMessage,101549,308,178,en,0,,,
1932,Charlie Hebdo attack: huge man hunt underway in #Paris  – live updates http://t.co/IS5Lb1zfbH,charliehebdo,1,The Guardian/guardian,3082788,1083,116,en,1,,,
2995,"Kids dancing/chanting ""justice for #mikebrown"" just feet from police #ferguson http://t.co/48sYpswDxT",ferguson,1,Conetta/BmoreConetta,4775,1137,759,en,1,,,
2706,Everyone assumes everyone has a gun in America. And they're usually right. That's the problem. #MichaelBrown #Ferguson,ferguson,1,Piers Morgan/piersmorgan,4217283,867,208,en,1,,,
4620,JUST IN: Gunman in #Sydney cafe siege says he has devices all over city: Report http://t.co/FlxRZYOxWA http://t.co/ppOgJw4ynX,sydneysiege,1,The Straits Times /STcom,376005,80,360,en,0,,,
4955,We understand there are two gunmen and up to a dozen hostages inside the cafe under siege at Sydney.. ISIS flags remain on display #7News,sydneysiege,1,Kristy Mayr/KristyMayr7,1672,731,364,en,0,,,
3826,"OTTAWA SHOOTING
- Soldier shot at memorial
- Parliament Hill on lockdown
- Harper, Mulcair, Trudeau, safe
http://t.co/rrG871HBGv",ottawashooting,1,HuffPost Canada/HuffPostCanada,117493,2811,109,en,0,,,
3617,Germanwings Airbus A320 crashes in French Alps - live updates http://t.co/ZCHyZHUQ6Y,germanwings-crash,1,Guardian news/guardiannews,1683876,1317,32,en,1,,,
58,Police convoy and helicopters are rushing to scene to detain Charlie Hebdo massacre suspects http://t.co/XdUgohNDhv http://t.co/MSROYqs14o,charliehebdo,1,Daily Mail Online/MailOnline,820353,2355,109,en,0,,,
76,"On Israeli TV, an Israeli woman speaks of her nephew,a mother with 6 month old baby, held hostage in the supermarket in Paris. #JeSuisJuif",charliehebdo,1,Avital Leibovich/AvitalLeibovich,26935,819,117,en,0,,,
796,What we do and don't know about the standoff with the Charlie Hebdo attack suspects http://t.co/JzHXO8cAxV http://t.co/hpjA5U77Ce,charliehebdo,1,The New York Times/nytimes,14704094,961,272,en,1,,,
